id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
52,c Ayiyayioo喔噢噢喔 12月01日 19:21 来自 OPPO Reno8 5G 感觉考研给自己带来的唯一好处是想法变了，之前一直觉得在小城市考个公务员平平稳稳一辈子太无趣了(但是年轻气盛可以理解)，我的想法就是我要去大城市闯一闯进大厂努力工作然后一步一步走上去，把人生过得波澜起伏而不是一直一条线。 现在我只想回家安安稳稳地进体制内，然 展开c,0.65,0.7,0.3,0.4,0.6,negative,0.85,感觉考研给自己带来的唯一好处是想法变了; 之前一直觉得在小城市考个公务员平平稳稳一辈子太无趣了; 现在只想回家安安稳稳地进体制内,文本中表现出明显的对职业发展方向的迷茫（从想闯荡大城市到渴望稳定），体现出较高的发展路径迷茫指数。虽然没有直接提到薪酬问题，但隐含对现实与理想之间的落差，因此薪酬落差评分中等。职场内卷和身份认同方面，
53,c 用户7644741416 12月01日 10:06 来自 Redmi K40 时代造就人，亦需心向光而行 人生如河，时代似岸，我们都是被时代浪潮裹挟前行的旅人。站在四十多岁的人生节点回望，那些曾经以为是个人选择的岔路口，实则早已被时代的纹路刻下了隐秘的指引。 1978年，我出生在郊区农村，成长的岁月里，目之所及皆是田垄与炊烟，底层家庭的日子平淡却也安稳。彼时 展开c,0.2,0.3,0.1,0.2,0.2,neutral,0.85,被时代浪潮裹挟前行; 人生如河，时代似岸; 隐秘的指引; 底层家庭的日子平淡却也安稳,文本整体情感倾向为中性，作者通过回顾自身成长经历和对时代的思考，表达了一种对职业发展路径的隐约迷茫（如‘曾经以为是个人选择的岔路口，实则早已被时代的纹路刻下了隐秘的指引’），但并未直接提及薪酬、内卷或
54,c 每天都很好的喔 11月30日 16:37 来自 iPhone客户端 当我开始思考，确立目标的时候，小我占据整个思维，困在了一定要把目标实现的幻想式的未来里，很难享受当下。 图一是困惑我很久的问题，当我与父母、男朋友简单的讲述过我不想去做这件事，同时无限放大假如去做这件事面临的压力和焦虑，他们给的答案就是不要去做。但似乎并没有解决问题。 很多人也问过 展开c,0.5,0.6,0.3,0.4,0.5,negative,0.85,困在了一定要把目标实现的幻想式的未来里; 无限放大假如去做这件事面临的压力和焦虑; 很多人也问过,文本中表现出对职业发展方向的迷茫（如‘确立目标’但‘困在幻想式未来’），以及对自身角色和归属感的不确定（如‘与父母、男朋友讲述’但未解决问题）。虽然没有直接提到薪酬或内卷，但‘压力和焦虑’暗示了职场竞
55,c 离筱希的岁月年华 11月30日 00:14 来自 微博网页版 深夜跟deepseek谈心，讨论了我的困惑。过去走的那么多弯路，被市场和家庭鞭打得体无完肤，让我实实在在不想在体制外待了。deepseek很温暖，意思都是所有的经历都不会白费，我相信给我灵感的闺蜜也是这样的。只有知道自己不想要什么，才知道自己想要什么。 今天还看了下军队文职的岗位，其实有一个我是 展开c,0.65,0.7,0.3,0.5,0.6,negative,0.85,走的那么多弯路; 被市场和家庭鞭打得体无完肤; 不想在体制外待了; 只有知道自己不想要什么，才知道自己想要什么,文本中表现出明显的对职业发展方向的迷茫（如‘走的那么多弯路’、‘不想在体制外待了’），以及对自己在职场中的角色和归属感不确定（如‘只有知道自己不想要什么，才知道自己想要什么’）。虽然没有直接提到薪酬问
56,c 迅子的快乐生活日记耶耶耶 11月29日 22:04 来自 iPhone 今天白天的焦虑主要是一个问题 👉我究竟想要过什么样的生活❓ 起因是看到很多留学中介发的成功案例 突然就想到为什么我以前没有这个意识呢 又想到现在已经开始慢慢去努力稍微缓和了一点 毕竟纠结过往都没有用 我只觉得自己的生活还有很多种可能 但好像又不知道我到底想要什么 从到了之后就一直在思考 展开c,0.5,0.7,0.2,0.3,0.6,negative,0.85,我究竟想要过什么样的生活; 不知道我到底想要什么; 生活还有很多种可能,文本中表达了强烈的对职业发展方向的迷茫（如‘我究竟想要过什么样的生活’），这对应较高的发展路径迷茫指数。虽然提到‘开始努力稍微缓和了一点’，但整体情绪仍偏向负面。薪酬落差、职场内卷和身份认同方面的焦虑
57,c 杭之今天有灵感了吗 11月28日 18:02 来自 HUAWEI Mate 70 #许老师的碎碎念# 话题：当老师抑郁后，如何重新治愈自己 在因适应障碍而请假的第六周，我终于愿意写下这些思考的碎片。 我从不认为自己是个完全阳光的人，也明白在如今的社会，焦虑和抑郁是大部分当代老师所具有的情绪现状。 由于学生的顽劣，家长的不信任，学校的妥协，我一下子陷入情绪漩涡，完全 展开c,0.6,0.3,0.2,0.7,0.6,negative,0.85,因适应障碍而请假的第六周; 陷入情绪漩涡; 焦虑和抑郁是大部分当代老师所具有的情绪现状,文本中提到‘因适应障碍而请假的第六周’和‘陷入情绪漩涡’，表明作者在职场中面临较大的压力和情绪困扰，体现出明显的职场内卷（workplace_involution）和身份认同危机（identity_c
58,c SX羊铁 11月28日 11:24 来自 微博网页版 女性群有位网友问：“既然离了，为什么还要再婚呢？” 昨天晚上，我到女性群去爬楼浏览群聊天记录时，发现很多网友在聊再婚的事。 其中，有位网友问：“既然离了，为什么还要再婚呢？” 看到网友的这个问题，我想起了近两天在追的电视剧《我的阿勒泰》里面死了丈夫的张凤侠去买羊时带回了一个男人，最 展开c,0.2,0.1,0.1,0.2,0.2,neutral,0.75,离了，为什么还要再婚呢？; 看到网友的这个问题,文本内容主要围绕一个关于再婚的讨论，没有直接提及职场相关的内容。因此，在四个维度中焦虑指数较低。然而，提到‘看到网友的这个问题’可能暗示对社会议题的关注或潜在的自我反思，略微体现身份认同和职场内卷的焦
59,c 秦淮央_Maddie 11月27日 23:23 来自 iPhone客户端 接Cathy（许诗晴）超绝贵人运🔥 看这段其实蛮有感触的 联想到自己的工作，我是做事的人，我的创意想法要过领导，领导否定我的东西，不代表否定我这个人，她反复强调喜欢和认可我，我在部门的位置不可撼动，这就够了。 领导喜欢什么我就去做什么，不用带太多负面情绪，不要觉得被否定自己就没有价值 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,我的创意想法要过领导; 领导否定我的东西，不代表否定我这个人; 我在部门的位置不可撼动; 不用带太多负面情绪,文本中提到的焦虑主要集中在职场内卷和身份认同方面。作者提到自己的创意想法需要经过领导审核，并且担心被否定，这反映了对工作压力和竞争的一定焦虑（ workplace_involution: 0.3）。同
60,c 紫去独闲 11月27日 23:02 转赞人数超过500 来自 iPhone 17 Pro Max 【紫，有一个困扰了我很久的问题，希望大家能给点建议， 我们家有两个孩子，我是小的那个，上头有个哥哥，他比我大14岁，但是这个哥哥非常不争气，大学毕业后出去赌博，给家里欠下很多外债。 本来父母是体制内公职人员，应该算小康家庭。但因为哥哥那档事，家里的就一落千丈，背上了很多债务。目前有 展开c,0.6,0.4,0.3,0.5,0.6,negative,0.85,困扰了我很久的问题; 非常不争气; 欠下很多外债; 一落千丈,文本主要描述了家庭经济困境，涉及哥哥赌博导致家庭债务问题。虽然没有直接提到职场焦虑，但可以推断出因家庭负担可能对个人职业发展和身份认同产生影响。因此，在身份认同维度（0.6）和职场内卷（0.5）中表现
61,c 晏凌羊 11月27日 21:59 转赞人数超过40 来自 iPhone 15 Pro Max 我都把“自我介绍”写成图一这样了，还不解气啊？ 我以后会少刷点微博但多输出……像十年前一样（输出完就下线，就去忙我自己的工作）。 如有互动需求，可以来私域找我，我不一定都有空回复，挑着回。 想想我人生很多事，真的是在“被驱赶”的状态下做成的。 小时候家里穷，父母在村里也备受欺负， 展开c,0.65,0.7,0.3,0.6,0.6,negative,0.85,被驱赶的状态; 不解气; 输出完就下线; 挑着回; 人生很多事,文本中表现出较强的焦虑情绪，主要集中在职业发展路径的迷茫（如“被驱赶的状态”和“像十年前一样”暗示对过去状态的怀念）和职场内卷（如“多输出……像十年前一样”暗示工作压力大）。身份认同方面也存在不确定性
62,c 圆圆的袁姐姐 11月27日 17:23 转赞人数超过60 来自 微博视频号 毕业13年，我的研究生同学都活成了什么样？ 2012年夏天，拿着研究生毕业证走出校门的那一刻，总觉得身边这群一起泡实验室、赶论文的伙伴，会是一辈子常联系的人。可没想到，毕业后大家各奔东西，渐渐就成了朋友圈里的熟悉陌生人。 我们班的构成还挺有意思——我和另外3个同学，都是工作几年后不甘心， 展开c 播放视频,0.5,0.6,0.4,0.3,0.6,negative,0.85,毕业后大家各奔东西; 朋友圈里的熟悉陌生人; 不甘心; 工作几年后,文本中表达了对职业发展路径的迷茫（如‘毕业后大家各奔东西’），以及对身份认同的不确定（如‘朋友圈里的熟悉陌生人’）。虽然没有直接提到薪酬或内卷，但通过‘不甘心’和‘工作几年后’等表达，可以推测存在一定
63,c 赵老师很努力 11月27日 11:41 我的人际交往脱敏过程分享 这些年每年至少会接触2000个新朋友，绝大多数是参加各类考试的考生朋友，年龄小的大三、大四，年龄大的35周岁（卡着体制内岗位的年龄限制）。学历一般的有，顶级名校生也不少。 这个和这个数量的朋友沟通就如同电商客服，不乏很多人也就拿我当个卖课的。 所以自然会遇到发 展开c,0.4,0.3,0.2,0.5,0.4,neutral,0.85,人际交往脱敏过程; 拿我当个卖课的; 发展路径迷茫,文本中提到赵老师通过与大量考生沟通积累经验，但同时也提到很多人将他视为‘卖课的’，这反映出身份认同上的不确定（identity_crisis）。此外，提到每年接触2000个新朋友，暗示了工作压力和竞争
64,c 汤圆源源呀 11月27日 09:35 来自 iPhone客户端 从情绪开始不好的那天，他就一直陪我在我身边，一日三餐，相拥而眠，准确的说是我们一家三口一日三餐相拥而眠。 最近我们互相说了太多话，他也做了太多事，为了让我开心起来，他在前几天突然给我带回来了最新款的苹果，小事上也在事无巨细的照顾我。 我每天反复的跟他说过同样的话，他也反复的回应着我 展开c,0.2,0.1,0.1,0.2,0.2,neutral,0.85,情绪开始不好的那天; 一日三餐，相拥而眠; 反复的跟他说过同样的话,文本主要描述了一段亲密关系中的互动和情感支持，没有直接提及职业发展、薪酬待遇、工作压力或身份认同等职场相关焦虑内容。因此，四个维度的焦虑指数较低。然而，提到‘情绪开始不好的那天’可能暗示了某种内在困扰
65,c 锋麟 11月26日 15:23 来自 微博网页版 大部分人都是家里有瓶醋，然后为了这瓶醋开个饺子馆。最后要么发现饺子馆不赚钱，要么发现自己也不喜欢做饺子。这就是典型的为了沉没成本而付出更大代价的典型。 小城市没有岁月静好。你看到的小地方的岁月静好其实都是当地体制内家庭的三代积累。你根本无从插入，也没有任何职业空间，甚至连 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.85,为了沉没成本而付出更大代价的典型; 小城市没有岁月静好; 体制内家庭的三代积累; 没有任何职业空间,文本表达了对职业发展路径的迷茫（如‘为了沉没成本而付出更大代价’），暗示了对自身在职场中缺乏发展空间的焦虑。同时提到‘小城市没有岁月静好’和‘体制内家庭的三代积累’，反映出对身份认同和职业机会的不平等
66,"c 哼哼唧唧养生 11月26日 07:37 转赞人数超过1800 来自 微博网页版 我发现我周围的朋友都不会用闲鱼，上次吃饭美团和抖都没有折扣，我在闲鱼给搜出了个优惠券代下单给我朋友震惊了。本人重度闲鱼使用者，我的一些使用技巧包括但不限于： 1. 低价帮买机票 2. 连锁餐厅的折扣券、高档酒店的自助餐券,大多时候有6-8折,有些地区甚至会有omakase的券或餐位转让。 3. 越贵的酒 展开c",0.1,0.1,0.1,0.2,0.1,neutral,0.85,我的一些使用技巧包括但不限于; 我朋友震惊了; 重度闲鱼使用者,文本主要描述了用户在使用闲鱼平台获取优惠券和折扣的体验，内容偏向于分享个人经验，没有直接表达对职业发展、薪酬、工作压力或身份认同的焦虑。但提到‘我朋友震惊了’可能暗示一种轻微的自我比较或对他人认知的在
67,c 半合酥 11月25日 21:10 来自 iPhone 以前带的小朋友现在在一家品牌和其管理混乱程度同等知名的大厂上班，正考虑跳槽去创业公司。问我：你怎么看这个选择，有什么职业发展上的担忧吗？ 我说没有。你出去闯荡两年，成了我来投奔你，不成再回来继续打工就行。 她说，现在的老板劝她，不要把职业发展宝贵的早期浪费在大概率会失败的事情上。 展开c,0.4,0.5,0.2,0.3,0.4,neutral,0.85,职业发展宝贵的早期浪费在大概率会失败的事情上; 考虑跳槽去创业公司,文本中提到一位同事正在考虑跳槽到创业公司，这反映出对职业发展方向的不确定性（career_path_confusion）。同时，她的老板劝她不要把宝贵的职业早期时间浪费在可能失败的事情上，暗示了对职业
68,c 小狮子丽莉的秘密花园 11月25日 20:30 来自 iPhone客户端 我手上的“事业线”相当好，不过有一段是断开的，就在这几年。很奇怪，理论上我在体制内，只要在昆州政府内跳槽，应该不会断，而且之前换部门也没有断过。 我的八字很容易异地恋，而且我很喜欢我的另一半，我会付出的多一点。 看来以后我还是会遇见一个喜欢的人，然后心肝情愿地和对方在一起～他一定 展开c,0.2,0.3,0.1,0.1,0.2,neutral,0.85,事业线相当好，不过有一段是断开的; 理论上我在体制内，只要在昆州政府内跳槽，应该不会断,文本中提到‘事业线’有断开的情况，表现出对职业发展路径的轻微焦虑（0.3）。但整体语气较为平和，没有明显表达对薪酬、竞争或身份认同的强烈不满。因此，整体焦虑指数较低（0.2），情感倾向为中性。关键短语
69,c 一斤月光 11月23日 18:38 去Gemini3那里算了我的八字，结论是我更适合体制内、国企或者大厂等等规则成熟的组织里工作，这和我对自己脾性的预估不太一样。 我以为自己受不了规则严明的平台，不喜欢被管束，但它却被我的八字认定为旺我的。结合过去的体验，这个结论确实也说得通。因为平台的规则清晰，就意味着管理者的个人意志就 展开c,0.3,0.4,0.1,0.2,0.3,neutral,0.85,不适合体制内、国企或者大厂等等规则成熟的组织里工作; 以为自己受不了规则严明的平台; 被我的八字认定为旺我,文本中表达了对自身职业适配性的思考，提到原本认为自己不适合规则严明的环境，但通过八字分析发现这可能是更适合的方向。这种自我认知与实际预期的冲突显示出一定的发展路径迷茫（0.4）。文中未提及薪酬相关的内
70,c 浙江七色鹿 11月23日 11:21 来自 超话社区用户报告超话 超话社区用户报告超话 一个人静静的坐在办公室，想看点书学习一点新东西，脚也冷后背也发凉，关了窗户室内总感觉闷，打开窗户这寒风横穿室内，依然是觉得不爽。莫名的感觉烦燥，可我找谁诉说，找谁评理去？这样的环境，这样的状态，我还必须告诉我自己，我还得好好的活，到底是我在作，还是天地不 展开c,0.6,0.4,0.2,0.7,0.6,negative,0.85,一个人静静的坐在办公室; 莫名的感觉烦躁; 找谁诉说，找谁评理去？; 我还必须告诉我自己，我还得好好的活; 到底是我在作，还是天地不,文本中表现出明显的负面情绪和焦虑感。职场环境不佳（如寒冷、闷热）导致身体不适，同时内心感到烦躁且无处倾诉，反映出强烈的职场内卷（0.7）和身份认同危机（0.6）。虽然没有直接提到职业发展方向或薪酬问题
71,c 湖南校园汇 11月22日 16:59 来自 考研超话 考研超话 @考研政治徐涛 ：“我曾经在体制内工作的时候，有一个非常关心我的领导，即便是辞职了之后也一直关注着我的近况。 昨天，我在朋友圈发了一下我去年工作的视频集锦，刚发完就收到这位领导的电话，讲了半个多小时，核心意思就是：一定要利用好自己在青年人当中的影响力，做好青年的思想工 展开c 播放视频,0.1,0.1,0.1,0.1,0.1,neutral,0.85,利用好自己在青年人当中的影响力; 做好青年的思想工作,文本内容主要描述了一位前领导对作者的关心以及对其影响力的肯定，整体语境偏向中性。文中没有直接表达出对职业发展方向、薪酬待遇、职场竞争或身份认同的焦虑情绪，因此四个维度的焦虑指数均较低。关键短语强调了影
72,c 晏凌羊 11月21日 12:32 转赞人数超过400 来自 iPhone 15 Pro Max 我在泛体制内单位工作的那十几年，也不怎么讨“一把手”喜欢的。跟我投缘的，几乎是“话事权有限”的副职领导。他们能起到的作用只是，在组织决定提拔我的时，顺势推一把，但根本没办法把我从一群人单独拎出来。 在体制内这种相对“人治”的环境下，一定要处理好跟“不投缘的一把手”的关系：不一定处 展开c,0.65,0.7,0.3,0.5,0.6,negative,0.85,不怎么讨‘一把手’喜欢的; 话事权有限的副职领导; 不能把我从一群人单独拎出来; 处理好跟‘不投缘的一把手’的关系,文本中表达了对职业发展路径的迷茫（如‘不能把我从一群人单独拎出来’），以及对职场关系复杂性的担忧（如‘处理好跟‘不投缘的一把手’的关系’）。虽然没有直接提到薪酬问题，但隐含了晋升机会受限的焦虑。整体情
73,c 晏凌羊 11月21日 11:17 转赞人数超过1200 来自 iPhone 15 Pro Max 我爸妈回老家处理宅基地纠纷的时候，采用的还是老三套：讲理、争取舆论支持、请村干部出面，试图打官司（且不说打官司流程长、费用比宅基地都贵，他居然天真地以为法院能还他公道）。 但事实证明，这一套在过去几十年里，都被证明是无效的。人家要讲理，就不会强占你宅基地。你争取村里人的舆论支持， 展开c,0.3,0.1,0.2,0.4,0.3,negative,0.85,老三套：讲理、争取舆论支持、请村干部出面; 打官司流程长、费用比宅基地都贵; 天真地以为法院能还他公道; 这一套在过去几十年里，都被证明是无效的,文本主要描述了一个人在处理家庭事务时对传统方法的失望和无奈，虽然没有直接提到职场内容，但通过分析其情绪表达，可以推断出一定的焦虑感。其中，'打官司流程长、费用比宅基地都贵' 和 '天真地以为法院能还他
74,c 左勤高考数学 11月21日 10:01 来自 微博网页版 先亮明我的身份，暗示我自己也曾在体制内工作，在外已取得一定成绩，今时已经不同往日，我在老家也不是“无依无靠”；如果我父母要争，我会全力支持。如果起诉，你弟家会很麻烦（实际上如果起诉，也没啥用）。扫黑除恶专项活动还在继续，也建议你们看下势头。 @晏凌羊 我爸妈回老家处理宅基地纠纷的时候，采用的还是老三套：讲理、争取舆论支持、请村干部出面，...,0.65,0.3,0.2,0.7,0.6,negative,0.85,如果起诉，你弟家会很麻烦; 扫黑除恶专项活动还在继续; 这一套在过去几十年里，都被证明是无效的; 他居然天真地以为法院能还他公道,文本主要围绕家庭纠纷和法律问题展开，而非直接涉及职场发展、薪酬或身份认同。然而，通过分析内容可以推断出焦虑情绪的存在。'如果起诉，你弟家会很麻烦' 和 '扫黑除恶专项活动还在继续' 表现出对潜在冲突和
75,c J公主日记bling 11月20日 22:45 来自 HUAWEI Pura 80 我在杭州每天满脑子 都是构建我的商业帝国 我爸妈疯狂找人脉 让我回市政府平步青云 那么问题来了 凭什么我就能直接进政府机关 人家拼死拼活考公争一个位置 意义又在哪里 为什么要让我占那个坑位 别说什么学历和能力 说白了就是搞阵营拉帮结派 已经能想象在权利漩涡 和复杂人际关系中的我 精神得有多痛 展开c,0.75,0.8,0.3,0.6,0.8,negative,0.9,每天满脑子都是构建我的商业帝国; 凭什么我就能直接进政府机关; 精神得有多痛; 权利漩涡 和复杂人际关系,文本中表现出强烈的对职业发展方向的不确定（如‘构建我的商业帝国’和‘凭什么我就能直接进政府机关’），以及对自身在职场中的角色和归属感的困惑（如‘精神得有多痛’）。虽然没有明确提到薪酬问题，但存在一定的
76,c 筱海棠啊 11月19日 23:42 来自 丁禹兮超话 #丁禹兮出席联合国气候变化大会# 💚#丁禹兮体制内男友感# 你知道我用词从来晦涩词句都是关于荒野和孤单 后来你走进我的麦田种下一段春天 我在诗里便又多爱了 你一遍💚 @丁禹兮,0.0,0.0,0.0,0.0,0.0,positive,1.0,你知道我用词从来晦涩词句都是关于荒野和孤单; 后来你走进我的麦田种下一段春天; 我在诗里便又多爱了 你一遍,该文本是一段充满诗意的表达，主要围绕对某位明星（丁禹兮）的情感抒发，并未提及任何与职场相关的焦虑内容。因此，在四个维度上均无焦虑表现，整体情感倾向为积极。
77,c 小草莓inn 11月19日 01:00 来自 iPhone客户端 写点什么呢 大概就是 我感觉我越来越有能量了 有爱人的能力 也变得更有自信 可能也是脱离了不舒服的关系 其实我该做运动的 但是天气冷了真的很有惰性 其实现在该早睡的 写完这篇就睡觉 我现在好像没有那么计较得失了 其实能感觉到我整个人在不断成长完善 跟之前那不愿意长大 展开c,0.1,0.1,0.1,0.1,0.1,positive,0.95,越来越有能量了; 有爱人的能力; 变得更有自信; 不断成长完善,文本整体情绪积极，表达了自我提升和成长的正面感受。没有明显提及职业发展方向、薪酬待遇、工作压力或身份认同方面的焦虑内容。关键词如“越来越有能量”、“变得更有自信”、“不断成长完善”表明作者处于积极的心
78,c 我看看恁弄啥嘞 11月17日 21:49 来自 微博轻享版 我再也不跟老肖抬杠说我不适合体制内了 新领导点名外交部发言人&东门小哥路过投喂&收别人的外卖要通报收我的外卖会无偿归还哈哈哈 我在体制内如鱼得水了亲爱的爸爸 等毕业了就能出书大饼食用指南,0.3,0.2,0.1,0.4,0.3,neutral,0.85,我再也不跟老肖抬杠说我不适合体制内了; 我在体制内如鱼得水了,文本中提到‘我再也不跟老肖抬杠说我不适合体制内了’，暗示之前可能对自身在体制内的适应性存在疑虑，但随后表示‘如鱼得水’，说明身份认同有所改善。‘新领导点名外交部发言人&东门小哥路过投喂&收别人的外卖要
79,c 神仙也该睡醒了吧 11月17日 20:59 来自 iPhone客户端 我的女追男之旅终于是画上了句号 但不是圆满的句号 我们约了两次饭 但他的态度一直都是不温不火的 所以我就想当然的认为 真诚可以让我跨越对面的这座大冰山 在这段关系中一直都是我在主动 其实挺累的 因为对方没有什么回应 就好像一潭死水 不会为我掀起一点波澜 但我一直觉得主动追求自己想要的就是很 展开c,0.3,0.1,0.1,0.2,0.4,negative,0.85,我的女追男之旅终于是画上了句号; 不是圆满的句号; 不温不火; 一潭死水; 不会为我掀起一点波澜; 一直觉得主动追求自己想要的就是很,该文本主要描述了一段感情经历中的挫败感，而非直接涉及职场内容。然而，其中表达的‘不温不火’、‘一潭死水’等情绪可类比为职场中对关系或互动缺乏回应的焦虑。在身份认同维度（如‘主动追求自己想要的’）中表现
80,c 楚乡悠士 11月17日 14:07 来自 OPPO Find X7 #生活手记# 为生命的每一个念想和过程干杯 小时候有过很多念想。 最早，自然相当解放军，看见门口常常路过英姿飒爽的兵哥哥，羡慕的不行。 没当成。 刚上学，就喜欢传道受业的老师，想着长大后要干这个。 传统意义上的老师没当成，但也在许多场合交流过我的所知所学，被人叫过老师。 小学里，因为 展开c,0.2,0.3,0.1,0.1,0.2,neutral,0.75,对职业发展方向不明确; 没有当成; 被人叫过老师,文本内容主要描述了作者童年时期的职业理想与现实的落差，表现出一定程度的发展路径迷茫（如‘没当成’），但整体语气较为平和，未表现出强烈的焦虑情绪。薪酬落差、职场内卷和身份认同方面的焦虑表达较少，因此各项
81,c 邵逸凡Yifan 11月16日 05:51 转赞人数超过200 来自 微博网页版 自媒体四年，我把演员两个字去掉了。 为什么要去掉？ 这事儿，先要从为什么要加上“演员”两个字说起。 2021年，我还没开始做自媒体。 有一天去拍广告，我是站在背景里的人，主演是几个博主。 经纪人说，这几个人都是客户在小红书上翻到的海外名校毕业的博主。 我挺惊奇，问了名字，在平台上搜了他们 展开c,0.3,0.4,0.2,0.1,0.3,neutral,0.85,把演员两个字去掉了; 挺惊奇; 问了名字，在平台上搜了他们,文本中提到‘我把演员两个字去掉了’，暗示对自身职业身份的重新思考，体现出一定的身份认同焦虑（0.3）。同时，提到‘挺惊奇’和‘问了名字，在平台上搜了他们’，反映出对行业现状的困惑与对比，可能涉及发展路
82,c godiedodie 11月15日 22:36 来自 可可爱爱的iPhone客户端 我始终觉得文字是有语气的 当我心智坚硬的时候 文字本身只是进行信息传输的工具 简洁为先、效用为主 但是当我心智弱化的时候 它便变得情绪生硬起来 我必须得给它进行过分的修饰 才能让它有温度 简单来说就是文字讨好症 我不知道我是从什么时候开始有这种症状的 我的状态时好时坏 我对甲方倒是语气生硬 展开c,0.4,0.3,0.2,0.5,0.4,negative,0.85,心智弱化的时候; 文字讨好症; 状态时好时坏; 对甲方倒是语气生硬,文本中表现出一定的焦虑情绪，主要体现在职场内卷（如‘文字讨好症’和‘状态时好时坏’）以及身份认同（如‘对甲方倒是语气生硬’）。虽然没有直接提到职业发展或薪酬问题，但整体语调偏向负面，显示出对自身在职场
83,c L陈浩宇 11月15日 18:35 来自 HUAWEI Mate 30 2025.11.15 记 天气：晴 ——副题：中国人的成长过程还是太慢了 随笔： 今天回到家，在家门口看水的时候，突然有些感想自己究竟是一个怎样的人？又是如何一步步成长为今天这样一个人的？ 由于从小被放养的原因，没有太多的目标感，也没有太多的追求成功方式。更没有特别想成为的那种人及想要 展开c,0.4,0.6,0.2,0.3,0.5,negative,0.85,没有太多的目标感; 没有特别想成为的那种人; 如何一步步成长为今天这样一个人的,文本中表现出对自身成长路径和职业方向的迷茫（如‘没有太多的目标感’、‘如何一步步成长为今天这样一个人的’），这反映了发展路径迷茫（0.6）。虽然提到‘中国人的成长过程还是太慢了’，但未明确提及薪酬相关
84,c 小吴总是ABD 11月15日 18:32 来自 iPhone客户端 还是会想你 没有很多 也没有掉眼泪 可能是做了家务还有和十七玩转移了注意力 但是还是会反复在各个平台点进和你的对话 还有控制不住的点开每一个和星座相关的话题 尤其是情感的 昨天晚上和姐姐说了很多关于我们之间的事情，姐姐说你的态度（对我们仨）其实在国庆期间就已经很不对了，就好像是在疏离我 展开c,0.4,0.2,0.1,0.3,0.5,negative,0.85,反复在各个平台点进和你的对话; 控制不住的点开每一个和星座相关的话题; 姐姐说你的态度（对我们仨）其实在国庆期间就已经很不对了，就好像是在疏离我,文本中主要表达了对人际关系和情感状态的焦虑，而非直接涉及职场发展、薪酬、内卷或身份认同。然而，提到‘反复点进对话’和‘点开星座话题’暗示了情绪上的不安与不确定感，这可能与职场中的身份认同问题有关联。‘
85,c 忽反顾以流涕兮 11月15日 08:33 来自 vivo Y300 转发韩志君编导的【阅读手记】作家莫言在《我的恐惧与希望》一文谈到: “我如此地怕鬼，怕怪，但从来没遇到过鬼怪，也没有任何鬼怪对我造成过伤害。几十年来，真正对我造成伤害的还是人，真正让我感到恐惧的也是人。” 他还说:“世界上，所有的猛兽或者鬼怪，都不如那些丧失了理智和良知的 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,怕鬼，怕怪; 没有遇到过鬼怪; 真正对我造成伤害的还是人; 丧失了理智和良知,文本引用莫言的话，强调人类的恶意比鬼怪更可怕。虽然未直接提及职业发展、薪酬或身份问题，但通过‘怕鬼’与‘人’的对比，暗示对人性的不信任和潜在的职场压力，可能引发对职场环境的担忧（如职场内卷）和身份认同
86,c MOSS_8 11月15日 03:03 来自 iPhone客户端 今天正式向杜老师提了离职。即便过去想过很多次离开的场景，但内心总归是渴望一直实习下去，把握住目前人生离新闻最近的机会。但当慧涵提议要催促杜老师找新实习生时，我也立刻动摇。这并非是一个经过深思熟虑的选择，反而更像心血来潮，陷入自毁情结。 也许是因为过去设想过很多次离职场景，开始期待 展开c,0.6,0.7,0.2,0.4,0.6,negative,0.85,渴望一直实习下去; 心血来潮; 自毁情结; 开始期待,文本中表现出对职业发展方向的迷茫（如‘渴望一直实习下去’和‘开始期待’），以及对自己在职场中的角色不确定（如‘自毁情结’）。虽然没有直接提到薪酬问题，但整体情绪偏向负面，显示出一定的焦虑。工作压力或竞
87,c 小狗勾也会有自己的心事吧 11月15日 01:27 来自 对象超话 嘻嘻 虽然离我面试过去了很久 我还是想说 面试集训那几天是我这辈子读书最认真的一次 以前我爸还有老师和我说谁家小孩考北大清华 坐在马桶上都在看书 考上的时候头发都白了 我一直感觉好浮夸啊 我以前一直都是学学玩玩 只要成绩保持在中上游我就觉得可以了 其实出成绩的那天发现自己进面 我还是很松 展开c,0.2,0.1,0.0,0.2,0.3,neutral,0.85,面试集训那几天是我这辈子读书最认真的一次; 其实出成绩的那天发现自己进面 我还是很松,文本中提到面试期间努力学习，但整体情绪较为轻松，表现出对自身能力的自信。虽然提到‘以前学学玩玩’，但并未明确表达对职业发展路径的迷茫或对薪酬的不满。‘面试集训’和‘进面’可能暗示一定的压力，但整体焦虑
