id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
37,c Adam-Moice 2023年01月30日 23:11 来自 iPhone客户端 #孟德海 嘴型##狂飙##狂飙安欣的真实原型之一#有时候我觉得自己也像安欣一样，只不过他是男的，我是女的，他四十多，我二十八，他不愿同流合污，我不愿沆瀣一气，他被人孤立，别人躲我如虎狼，他不甘心，我不愿意，他怕爱人被连累，我怕成为爱人的软肋，他头发花白，我的头发虽尚且乌黑，但早已藏着数 展开c,0.65,0.7,0.4,0.6,0.8,negative,0.85,不愿同流合污; 被人孤立; 怕成为爱人的软肋; 头发花白; 藏着数,文本中通过将自己与安欣进行对比，表现出对自身职业处境的深刻反思和焦虑。'不愿同流合污'和'被人孤立'反映了职场内卷和身份认同的困扰；'怕成为爱人的软肋'暗示了对个人价值和角色定位的不确定；'头发花白'
38,c 为好优姐姐 2023年01月12日 11:18 来自 为好优求职超话 那种接触有钱高、大人物的工作，通常是什么样的？ 有些工作，不管你个人有没有钱，但是你接触的人会比较有钱。 我觉得常见的岗位有：媒体、奢侈品销售、大公司的总经办等。这类工作往往薪资待遇还不错，对从业者的素质要求高，日常工作的标准也高（比如组织活动的质量、办公室的用品、说话沟通的要求等 展开c,0.3,0.4,0.2,0.2,0.3,neutral,0.85,对从业者的素质要求高; 日常工作的标准也高; 接触有钱高、大人物的工作,文本中提到一些工作需要高素质和高标准，这可能暗示了对职业发展路径的不确定性和对自身能力的担忧（发展路径迷茫）。但没有直接表达对薪酬的不满或对竞争压力的强烈焦虑。同时，提及‘接触有钱高、大人物的工作’显
39,c 山上木樨 2022年11月18日 17:04 来自 Redmi K40 把最近的剧拉出来谈谈。 日常追到了最新，更新时间功不可没，虽然前几集制造了笑点和部分看点，但整体没有强有力吸引人的剧情支撑，女主和众姐妹的相处是基于现代思维模式下的美好想象，常与其封建背景产生割裂感，有时候上价值上的太硬了让我不能纯当轻喜剧看，总有一种怪异感，所有人物的塑造相对较 展开c,0.0,0.0,0.0,0.0,0.0,neutral,0.95,没有强有力吸引人的剧情支撑; 现代思维模式下的美好想象; 封建背景产生割裂感; 上价值上的太硬了,该文本主要对一部电视剧的剧情和人物塑造进行评价，内容聚焦于影视作品分析，并未涉及职场相关话题。因此，在四个维度（职业发展、薪酬、内卷、身份认同）中均未发现明确的焦虑表达。整体情感倾向为中性，文本作者并
40,c 雅文性格分析师 2022年10月17日 22:50 来自 iPhone客户端 ☯️你肯定不知道的“冷”知识 1－8号人里给人比较高冷的是谁？ 生命数字密码8号人热衷于力量游戏的竞争型性格，信赖他人也是一种“强大” 生命数字密码8号人即使在处理人际关系方面，也会首先考虑自己当时当地的处境，是能从别人的角度来看自己的立场并且采取行动的类型。 在社会和组织中生命数字 展开c,0.1,0.1,0.1,0.2,0.1,neutral,0.85,冷知识; 高冷; 竞争型性格; 信赖他人也是一种‘强大’,该文本主要介绍生命数字密码中8号人的性格特征，内容偏向于科普性质，没有直接表达对职业发展、薪酬、内卷或身份认同的焦虑。但提到“竞争型性格”和“高冷”可能暗示一定的职场压力或自我认知挑战，因此在‘职场内
41,c 社畜茶水间 2022年09月12日 12:16 来自 2号咖啡机iPhone 11 投稿： 国企老黄牛想辞职。这几年经济环境不好，很多人都想往体制内或者国企冲，那我作为在国企干了N（N>5）年的老黄牛吐个槽吧，我们公司这种情况应该还蛮普遍的。 我是本科毕业，应届生进的国企，然后一直干到现在。确实，稳定&福利好&收入尚可，不然我也不会一干这么多年。但没有哪份工作是完美的 展开c,0.5,0.6,0.4,0.5,0.5,negative,0.85,国企老黄牛想辞职; 没有哪份工作是完美的; 经济环境不好; 想往体制内或者国企冲,文本中提到‘国企老黄牛想辞职’，表明对当前职业状态的不满和焦虑。虽然提到‘稳定&福利好&收入尚可’，但整体情绪偏向负面，尤其是对职业发展路径、职场压力和身份认同表现出一定焦虑。‘没有哪份工作是完美的’
42,c 美美小兔子 2022年09月07日 14:35 来自 iPhone 13 Pro Max #兔总的职场和教育分享# 【图1题主】 暑假我去了一个教育机构当老师，机构是违法开办的，因为有中小学教学。后来机构让我骗学生，我还有几节课没上就直接报警拿回了押金和已上过的课时费。 现在机构打电话给我，说因为我不去上课，我负责的那位家长的其他课都退了，机构让我承担损失，我该怎么办？ 机 展开c,0.75,0.4,0.2,0.6,0.8,negative,0.85,机构让我骗学生; 我该怎么办; 承担损失; 报警拿回押金,文本中表现出强烈的焦虑情绪，主要集中在身份认同和职场内卷方面。用户因参与非法教育活动而感到道德压力，并面临机构的追责，这导致了对自身职业角色的不确定（身份认同）。同时，机构的威胁和责任追究也反映了工作
43,c 闪闪发光的你 2022年07月22日 21:35 来自 微博视频号 #怕输和想赢不一样# #为什么淘汰的是姜成# 慢热的@姜成Evelyn 因为怕输所以畏手畏脚，在最后和导师们谈话时她终于找到状态，自信干练地表达自己，让闪光“投资团”@马东 @张泉灵 @香帅的金融江湖 @温义飞 @王一快 和导师们@劳阿毛 @张继强 @孟宪君 赞不绝口，小姜这一次的表现是否会为她争取留下的机 展开c 播放视频,0.3,0.2,0.1,0.4,0.3,positive,0.85,怕输和想赢不一样; 因为怕输所以畏手畏脚; 自信干练地表达自己,文本中提到姜成因‘怕输’而‘畏手畏脚’，表现出对竞争环境的紧张感，这反映了职场内卷（workplace_involution）的焦虑。同时，她最终通过自信表达获得认可，说明整体情绪是积极向上的。文本未
44,c 肝帝董佳宁 2022-07-22 15:46 转赞人数超过100 来自 微博视频号 #为什么会有狗屁工作#【#懂点儿啥#：职场不表演，加薪干瞪眼】我谈谈职场这个场域。#鸿儒计划# 董佳宁超话 L肝帝董佳宁的微博视频 播放视频,0.6,0.5,0.4,0.7,0.6,negative,0.85,职场不表演，加薪干瞪眼; 为什么会有狗屁工作,文本中提到‘职场不表演，加薪干瞪眼’，反映出对职场竞争和晋升机制的不满，暗示了职场内卷（ workplace_involution）和身份认同（identity_crisis）的焦虑。同时，‘为什么会
45,c 奶羊占星 2022年07月20日 23:28 来自 微博视频号 ✨怎么看我最适合什么行业？ 如何从星盘找到自己的职业天赋？ 听听奶羊的建议👇 #桃花坞星座公开课##星座创作营# L奶羊占星的微博视频 播放视频,0.1,0.2,0.0,0.1,0.1,neutral,0.85,怎么看我最适合什么行业？; 如何从星盘找到自己的职业天赋？,该文本主要关注个人职业方向和天赋的探索，表现出对职业发展路径的初步思考，但并未明确表达出强烈的焦虑情绪。文本中没有提及薪酬、内卷或身份认同相关的负面内容，因此这些维度的焦虑指数较低。整体情感倾向为中性
46,c 闪闪发光的你 2022-07-08 08:18 转赞人数超过30 来自 微博视频号 #团队失利领导应该揽责吗# 师生聊天袒露心扉，@薛梦淇Mandy 表示自己与别人相处有时不太能体会别人的感受，@肖家嵩Kimi 表示在团队中需要学会适当性的示弱。对于肖家嵩不公布淘汰人选，闪光“投资团”@马东 @张泉灵 @香帅的金融江湖 @温义飞 @王一快 能够理解，但职场上“慈不养兵”，这是对家嵩的一 展开c...,0.2,0.1,0.1,0.3,0.2,neutral,0.85,团队失利领导应该揽责吗; 不能体会别人的感受; 学会适当性的示弱; 职场上‘慈不养兵’,文本主要围绕职场中的团队管理与个人角色认知展开，提及了在团队中需要学会示弱以及领导责任的讨论。虽然提到‘职场上‘慈不养兵’’可能暗示一定的竞争压力，但整体语境偏向中性，没有明显表现出对职业发展、薪酬或
47,c 仓酱_ 2022年07月01日 22:05 来自 微博视频号 #如何整理职场的挫败情绪#职场又不是校园，这期朱光晔刻意收敛锋芒是为什么呀！三个实习生“大 佬”级别的人物在关键时刻相互谦让，都吃亏了吧？希望今后他们都能发挥出自己的真实水准吧。#闪闪发光的你# L仓酱_的微博视频 播放视频,0.3,0.2,0.1,0.4,0.3,neutral,0.85,职场又不是校园; 三个实习生‘大佬’级别的人物在关键时刻相互谦让，都吃亏了吧？; 希望今后他们都能发挥出自己的真实水准吧,文本主要讨论职场中实习生之间的互动与表现，提及‘职场又不是校园’暗示对职场环境的不适应或对角色转变的担忧。‘相互谦让，都吃亏了’可能反映出对竞争和自我价值实现的焦虑，体现出一定的职场内卷感（0.4）。
48,c 美美小兔子 2022年05月11日 16:49 来自 iPhone 13 Pro Max #兔总的职场和教育分享# 【图1题主】 我是22年应届毕业生，因疫情延毕到11月。 目前手里有两个offer，一个薪资待遇非常好，是500强车企，但是外包性质。 另一个offer是保时捷，薪资待遇比前一个稍差些，但也能自给自足，只是因为目前没拿到毕业证，前几个月需要当实习生，薪水很低，但保证领毕业证后 展...,0.6,0.7,0.5,0.4,0.6,neutral,0.85,因疫情延毕到11月; 两个offer; 外包性质; 薪资待遇非常好; 保时捷; 没拿到毕业证; 当实习生，薪水很低; 保证领毕业证后,文本中表现出明显的焦虑情绪，主要集中在职业发展路径的不确定性（如选择两个offer带来的困惑）、薪酬落差（一个薪资高但外包，另一个薪资稍低但有保障）以及身份认同问题（作为应届生尚未获得毕业证，仍需实习
49,c 葛空白KB 2022年03月07日 09:33 来自 微博 weibo.com #裸辞后的感受有哪些# 我第一份工作辞职休息了大约半年，不过我是因为要回家乡所以才离职的，那个金融公司真的是非常好，现在都已经快六年了，我和老板还有联系，同事之间还会互相点赞。 我当时觉得没什么，因为一开始我就想回家先休息一下到处走一走，然后考个证书之类的。后来证书考完了一个月不到就 展开c,0.2,0.1,0.0,0.0,0.3,neutral,0.85,第一份工作辞职休息了大约半年; 考个证书之类的; 和老板还有联系,文本中描述了用户因回家乡而辞职，之后通过考证重新规划生活。整体情绪较为平和，没有明显表达对职业发展、薪酬或职场竞争的焦虑。但提到‘考个证书之类的’可能暗示对未来方向的不确定，因此在身份认同维度有轻微焦
50,c 海中求娱 2022年02月27日 08:14 来自 微博视频号 #白百何带着我的嘴上电视#《我们的婚姻》里，沈慧星和盛江川是同一所大学毕业的高材生。有孩子后，本来已经拿到大公司offer的沈慧星主动放弃工作机会，在家当了六年的全职妈妈。这六年里，盛江川已经成为金融圈冉冉升起的新星，全家搬进坐望金融街的高档小区心态有点飘。沈慧星怼起老公来，让所有女人 展开c,0.4,0.3,0.5,0.2,0.4,negative,0.85,主动放弃工作机会; 心态有点飘; 怼起老公来,文本描述了沈慧星在家庭与职业之间的选择，她为了家庭放弃了职业发展机会，而丈夫则在职场上取得成功。这种对比暗示了她在职业发展上的迷茫（career_path_confusion）和身份认同的不确定性（i
51,c 追豆 2022年02月05日 09:41 来自 微博视频号 非你莫属：少数民族美女上台求职，现场“表白”涂磊，引全场大笑#剧综汇精彩# L追豆的微博视频 播放视频,0.0,0.0,0.0,0.0,0.0,neutral,1.0,,该文本内容为一条微博视频号的标题，主要描述一个求职者在节目中的表现，并未提及任何与焦虑相关的具体情绪或职场问题。因此，在四个维度上均未发现明确的焦虑表达，整体情感倾向为中性，且无关键焦虑短语出现。
52,c KK安静看日出日落 2021年11月18日 21:46 来自 微博网页版 #凯雯的职场精进思考# 一直以来我都知道我是一个信念和理想驱动在工作的人，做每一份工作我都需要给自己找到对应的价值和意义，如果这个事情没有任何的价值和意义，那么我没有办法坚持下去；但如果它有，那个信念会支撑我熬过最难的时刻。当时加入金融行业到离开金融行业，从有那个傻傻的信念到信念破 展开c,0.4,0.6,0.2,0.3,0.5,negative,0.85,信念和理想驱动; 没有价值和意义; 信念会支撑我熬过最难的时刻; 信念破,文本中表达了对职业价值和意义的强烈关注，显示出对职业发展方向的迷茫（如‘没有价值和意义’），以及在面对信念破灭时的焦虑。虽然未直接提到薪酬或内卷，但通过‘信念支撑我熬过最难的时刻’暗示了工作压力和挑战
53,c 艾励思路英语留学 2021年06月06日 01:02 其实每年高考季我心里都是有那么一点难过，或者说人生的遗憾吧。 我那时候一点都不想高考，只是觉得自己不适合国内的教育体制，也对国内的大学教育环境很失望。高考更没有用尽全力去拼，得过且过。我一直都知道我能力如何，任何一场考试我唯一会输的就是态度和心态。 我也从来不是一个努力型选手，可 展开c,0.4,0.6,0.2,0.3,0.4,negative,0.85,高考季我心里都是有那么一点难过; 不适合国内的教育体制; 对国内的大学教育环境很失望; 得过且过; 任何一场考试我唯一会输的就是态度和心态,文本中表达了对自身教育经历的不满，以及对职业发展方向的不确定感（如‘不适合国内的教育体制’、‘对国内的大学教育环境很失望’），这反映了发展路径迷茫（0.6）。文中未提及薪酬相关的内容，因此薪酬落差较低
